PIC0270.JPG,166,264,364,429,Pig
PIC0270.JPG,446,262,532,408,Pig
PIC0273.JPG,500,265,684,436,Pig
PIC0273.JPG,701,312,822,484,Pig
PIC0276.JPG,1001,378,1109,585,Pig
PIC0276.JPG,1077,461,1221,714,Pig
PIC0279.JPG,778,416,1044,602,Pig
PIC0282.JPG,710,413,902,610,Pig
PIC0282.JPG,896,417,1172,617,Pig
PIC0285.JPG,717,390,869,586,Pig
PIC0285.JPG,877,470,1156,736,Pig
PIC0288.JPG,641,385,873,561,Pig
PIC0288.JPG,860,308,1016,505,Pig
PIC0291.JPG,645,356,833,537,Pig
PIC0291.JPG,820,416,1024,636,Pig
PIC0294.JPG,658,340,885,489,Pig
PIC0294.JPG,876,462,1048,701,Pig
PIC0297.JPG,542,322,720,500,Pig
PIC0297.JPG,169,457,314,676,Pig
PIC0300.JPG,246,366,396,600,Pig
PIC0300.JPG,560,324,721,500,Pig
PIC0303.JPG,177,366,362,574,Pig
PIC0303.JPG,549,336,713,530,Pig
PIC0306.JPG,242,270,454,448,Pig
PIC0306.JPG,541,337,732,541,Pig
PIC0309.JPG,346,402,604,618,Pig
PIC0309.JPG,330,237,493,362,Pig
PIC0312.JPG,541,417,704,613,Pig
PIC0312.JPG,476,285,596,441,Pig
PIC0315.JPG,869,297,1001,484,Pig
PIC0315.JPG,1017,274,1149,424,Pig
PIC0318.JPG,874,354,1072,518,Pig
PIC0318.JPG,981,280,1088,401,Pig
PIC0321.JPG,605,362,830,541,Pig
PIC0321.JPG,318,296,501,492,Pig
PIC0324.JPG,380,349,501,544,Pig
PIC0324.JPG,550,269,672,432,Pig
PIC0327.JPG,889,470,1198,766,Pig
PIC0327.JPG,557,252,672,348,Pig
PIC0330.JPG,794,236,880,345,Pig
PIC0330.JPG,1065,429,1270,668,Pig
PIC0333.JPG,801,392,1074,589,Pig
PIC0333.JPG,684,272,800,414,Pig
PIC0336.JPG,540,317,776,477,Pig
PIC0336.JPG,817,273,1017,432,Pig
PIC0339.JPG,182,230,345,394,Pig
PIC0339.JPG,1057,314,1250,478,Pig
PIC0342.JPG,26,301,220,488,Pig
PIC0345.JPG,246,246,440,384,Pig
PIC0348.JPG,253,325,432,516,Pig
PIC0351.JPG,130,370,316,573,Pig
PIC0351.JPG,694,461,941,672,Pig
PIC0354.JPG,28,501,332,718,Pig
